Loan Maturity,Currency,Type of Loans,Sector,Year_Month,value,Year,Month
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Repo loans,Financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Repo loans,General government,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Repo loans,Households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-financial corporations,2023M08,34137.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Other loans,Financial corporations,2023M08,28684.2,2023,8
Over 2 years and up to and including 5 years,DKK,- Other loans,General government,2023M08,79.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Other loans,Households,2023M08,20717.9,2023,8
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-profit institutions serving households,2023M08,767.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M08,3853.2,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M08,126.4,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M08,92.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,General government,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,General government,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M08,10827.8,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Financial corporations,2023M08,2952.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,General government,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Households,2023M08,369.1,2023,8
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M08,16307.0,2023,8
Over 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M08,10547.8,2023,8
Over 5 years,DKK,- Revolving loans and overdrafts,General government,2023M08,4573.2,2023,8
Over 5 years,DKK,- Revolving loans and overdrafts,Households,2023M08,54514.1,2023,8
Over 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,477.0,2023,8
Over 5 years,DKK,- Credit card credit,Non-financial corporations,2023M08,187.1,2023,8
Over 5 years,DKK,- Credit card credit,Financial corporations,2023M08,8.1,2023,8
Over 5 years,DKK,- Credit card credit,General government,2023M08,1.0,2023,8
Over 5 years,DKK,- Credit card credit,Households,2023M08,2188.6,2023,8
Over 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M08,7.5,2023,8
Over 5 years,DKK,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Over 5 years,DKK,- Repo loans,Financial corporations,2023M08,0.0,2023,8
Over 5 years,DKK,- Repo loans,General government,2023M08,0.0,2023,8
Over 5 years,DKK,- Repo loans,Households,2023M08,0.0,2023,8
Over 5 years,DKK,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 5 years,DKK,- Other loans,Non-financial corporations,2023M08,75279.4,2023,8
Over 5 years,DKK,- Other loans,Financial corporations,2023M08,22577.5,2023,8
Over 5 years,DKK,- Other loans,General government,2023M08,178.5,2023,8
Over 5 years,DKK,- Other loans,Households,2023M08,318796.9,2023,8
Over 5 years,DKK,- Other loans,Non-profit institutions serving households,2023M08,1003.1,2023,8
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M08,962.2,2023,8
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M08,901.2,2023,8
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M08,359.6,2023,8
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Credit card credit,General government,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Credit card credit,Households,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Repo loans,Financial corporations,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Repo loans,General government,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Repo loans,Households,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M08,11108.0,2023,8
Over 5 years,Foreign currency in total,- Other loans,Financial corporations,2023M08,2334.5,2023,8
Over 5 years,Foreign currency in total,- Other loans,General government,2023M08,0.0,2023,8
Over 5 years,Foreign currency in total,- Other loans,Households,2023M08,1642.4,2023,8
Over 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M09,128827.9,2023,9
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Financial corporations,2023M09,51822.7,2023,9
Up to and including 1 year,DKK,- Revolving loans and overdrafts,General government,2023M09,23700.3,2023,9
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Households,2023M09,24955.4,2023,9
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M09,473.1,2023,9
Up to and including 1 year,DKK,- Credit card credit,Non-financial corporations,2023M09,1309.4,2023,9
Up to and including 1 year,DKK,- Credit card credit,Financial corporations,2023M09,106.2,2023,9
Up to and including 1 year,DKK,- Credit card credit,General government,2023M09,74.4,2023,9
Up to and including 1 year,DKK,- Credit card credit,Households,2023M09,6959.6,2023,9
Up to and including 1 year,DKK,- Credit card credit,Non-profit institutions serving households,2023M09,111.2,2023,9
Up to and including 1 year,DKK,- Repo loans,Non-financial corporations,2023M09,1305.2,2023,9
Up to and including 1 year,DKK,- Repo loans,Financial corporations,2023M09,231358.2,2023,9
Up to and including 1 year,DKK,- Repo loans,General government,2023M09,9234.1,2023,9
Up to and including 1 year,DKK,- Repo loans,Households,2023M09,0.0,2023,9
Up to and including 1 year,DKK,- Repo loans,Non-profit institutions serving households,2023M09,0.0,2023,9
Up to and including 1 year,DKK,- Other loans,Non-financial corporations,2023M09,45190.1,2023,9
Up to and including 1 year,DKK,- Other loans,Financial corporations,2023M09,39274.4,2023,9
Up to and including 1 year,DKK,- Other loans,General government,2023M09,0.0,2023,9
Up to and including 1 year,DKK,- Other loans,Households,2023M09,11949.4,2023,9
Up to and including 1 year,DKK,- Other loans,Non-profit institutions serving households,2023M09,109.4,2023,9
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M09,18857.3,2023,9
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M09,12081.4,2023,9
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M09,413.1,2023,9
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Credit card credit,Financial corporations,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Credit card credit,General government,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Credit card credit,Households,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-financial corporations,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Repo loans,Financial corporations,2023M09,7442.6,2023,9
Up to and including 1 year,Foreign currency in total,- Repo loans,General government,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Repo loans,Households,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Other loans,Non-financial corporations,2023M09,28812.6,2023,9
Up to and including 1 year,Foreign currency in total,- Other loans,Financial corporations,2023M09,15240.0,2023,9
Up to and including 1 year,Foreign currency in total,- Other loans,General government,2023M09,0.0,2023,9
Up to and including 1 year,Foreign currency in total,- Other loans,Households,2023M09,391.6,2023,9
Up to and including 1 year,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M09,0.0,2023,9
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M09,13633.7,2023,9
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M09,3283.0,2023,9
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,General government,2023M09,352.3,2023,9
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Households,2023M09,4793.2,2023,9
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M09,0.0,2023,9
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-financial corporations,2023M09,0.0,2023,9
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Financial corporations,2023M09,0.0,2023,9
